threads,grid_size,sync_mode,sync_interval,episodes,schedule,chunk,obstacles_pct,block,training_time_s,converged,vtune_elapsed_s,vtune_ipc,vtune_mem_bound_pct,thread_cpu_time_s,thread_wait_time_s,thread_spin_time_s,thread_overhead_time_s,thread_eff_cpu_util_pct
8,100,sqrt,10,10000,guided,10,50,2,17.777369,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,dynamic,10,50,2,0.539736,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,5000,dynamic,1,50,2,0.134522,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,static,0,0,2,0.024124,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,dynamic,10,50,2,2.507641,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,10000,dynamic,0,50,2,0.015307,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,dynamic,0,50,2,1.025510,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,dynamic,10,50,2,0.576091,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,guided,0,0,2,0.008516,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,static,10,0,2,0.047032,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,static,10,0,2,0.088190,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,dynamic,10,50,2,0.513590,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,10000,dynamic,10,0,2,0.043385,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,5000,static,1,50,2,0.002802,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,10000,static,10,50,2,0.019322,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,dynamic,0,50,2,0.008824,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,10000,dynamic,10,50,2,2.789774,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,guided,10,50,2,0.008292,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,guided,0,0,2,0.002981,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,guided,10,50,2,3.767509,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,5000,guided,10,50,2,2.406429,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,guided,1,0,2,0.022053,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,static,0,50,2,2.102502,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,10000,static,1,50,2,1.048670,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,10000,dynamic,10,0,2,0.183539,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,10000,static,10,50,2,17.440769,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,dynamic,10,0,2,0.440444,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,1,50,2,2.428412,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,guided,0,50,2,0.391245,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,dynamic,1,50,2,0.005765,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,static,0,0,2,0.024614,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,static,0,50,2,4.871298,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,dynamic,10,0,2,0.018006,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,guided,10,0,2,0.013144,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,5000,dynamic,0,0,2,0.006803,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,5000,dynamic,1,0,2,0.043975,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,guided,0,0,2,0.099318,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,static,0,50,2,4.469084,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,static,1,50,2,0.498031,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,dynamic,1,0,2,0.045598,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,guided,1,50,2,0.005641,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,dynamic,0,0,2,0.030854,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,10000,guided,10,50,2,0.005278,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,10000,dynamic,1,50,2,0.003295,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,10000,static,0,0,2,0.005775,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,guided,1,0,2,0.004326,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,guided,1,0,2,0.004848,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,dynamic,10,50,2,0.006648,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,1,0,2,0.183013,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,static,10,50,2,2.442472,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,5000,static,0,50,2,0.093069,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,10000,dynamic,1,0,2,0.016488,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,dynamic,10,0,2,0.002620,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,dynamic,1,0,2,0.005962,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,dynamic,1,0,2,0.098489,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,guided,0,50,2,0.274231,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,dynamic,0,0,2,0.027991,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,guided,0,0,2,0.027338,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,dynamic,0,0,2,0.007033,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,5000,guided,1,0,2,0.016099,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,5000,static,0,50,2,0.135620,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,dynamic,0,0,2,0.045919,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,dynamic,0,50,2,1.621064,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,static,1,50,2,0.006738,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,guided,10,50,2,4.330172,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,10000,dynamic,0,50,2,1.748156,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,guided,0,0,2,0.012681,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,guided,1,0,2,0.057185,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,dynamic,10,0,2,0.247313,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,5000,guided,1,0,2,0.052071,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,5000,static,10,0,2,0.011941,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,dynamic,0,50,2,0.568705,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,dynamic,1,0,2,0.073062,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,guided,0,50,2,0.007404,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,guided,10,0,2,0.022859,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,10000,dynamic,1,0,2,0.008437,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,dynamic,0,50,2,0.005625,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,static,0,0,2,0.041429,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,dynamic,1,50,2,0.016074,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,dynamic,10,50,2,1.405489,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,static,1,50,2,1.238826,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,static,0,50,2,8.732887,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,1,0,2,0.350728,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,guided,0,0,2,0.020903,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,static,1,50,2,0.651510,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,1,50,2,0.002938,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,dynamic,1,50,2,0.003359,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,dynamic,1,0,2,0.042604,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,guided,10,50,2,7.691033,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,static,1,0,2,0.002776,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,static,10,50,2,0.005493,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,dynamic,0,50,2,0.400018,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,dynamic,0,0,2,0.098820,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,dynamic,0,50,2,0.229928,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,5000,guided,0,0,2,0.105339,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,5000,dynamic,0,50,2,0.003354,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,5000,dynamic,1,50,2,0.138602,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,10000,static,0,0,2,0.229609,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,dynamic,1,0,2,0.003551,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,10000,static,1,50,2,0.258833,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,static,10,0,2,0.003467,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,static,10,0,2,0.070807,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,guided,0,50,2,0.495941,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,guided,1,0,2,0.017250,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,guided,1,0,2,0.127070,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,guided,10,50,2,0.765899,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,dynamic,10,0,2,0.007148,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,dynamic,0,0,2,0.029076,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,10000,static,0,50,2,1.298505,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,static,1,0,2,0.025222,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,10000,static,1,50,2,0.003443,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,guided,0,50,2,0.004058,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,static,0,50,2,0.006264,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,10000,dynamic,0,50,2,8.807826,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,guided,1,50,2,0.005217,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,guided,0,50,2,0.005918,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,dynamic,1,50,2,0.383312,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,5000,guided,10,0,2,0.002087,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,guided,1,0,2,0.021413,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,5000,dynamic,10,50,2,0.140303,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,static,1,0,2,0.029525,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,dynamic,10,0,2,0.003336,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,0,50,2,1.189829,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,guided,1,50,2,0.945348,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,guided,1,0,2,0.039308,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,guided,0,50,2,0.002290,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,5000,static,1,0,2,0.129035,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,static,10,0,2,0.002145,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,dynamic,10,0,2,0.005687,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,dynamic,10,0,2,0.130195,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,5000,dynamic,0,50,2,0.002491,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,static,0,50,2,0.649206,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,10000,dynamic,1,0,2,0.073437,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,guided,10,0,2,0.002552,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,guided,0,0,2,0.077849,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,guided,10,50,2,0.005050,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,dynamic,10,50,2,0.514052,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,hogwild,0,5000,dynamic,10,50,2,1.321349,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,static,0,0,2,0.007572,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,guided,10,50,2,0.245774,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,static,1,50,2,4.522985,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,dynamic,0,50,2,0.002102,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,static,10,50,2,1.209579,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,10000,guided,1,0,2,0.069122,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,10000,static,1,50,2,0.702610,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,static,10,50,2,0.005647,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,dynamic,1,0,2,0.033244,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,dynamic,0,50,2,0.899269,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,dynamic,0,50,2,0.334887,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,dynamic,10,50,2,0.280715,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,dynamic,10,50,2,0.944456,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,static,10,50,2,0.797585,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,static,10,0,2,0.131536,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,1,50,2,0.936221,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,static,10,0,2,0.253669,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,static,10,50,2,2.751639,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,guided,0,50,2,4.430783,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,10000,dynamic,10,50,2,0.020853,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,guided,10,0,2,0.372676,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,10,50,2,0.002844,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,static,10,0,2,0.069954,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,guided,10,50,2,2.346950,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,dynamic,1,50,2,0.005037,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,static,0,50,2,0.109051,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,guided,1,50,2,4.192768,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,guided,1,0,2,0.005136,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,dynamic,1,0,2,0.004326,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,guided,1,50,2,0.099112,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,10000,dynamic,0,0,2,0.032361,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,dynamic,10,0,2,0.002698,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,0,0,2,0.013756,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,1,50,2,1.201191,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,guided,10,0,2,0.030100,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,dynamic,0,0,2,0.069948,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,static,0,0,2,0.107389,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,guided,0,0,2,0.006927,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,dynamic,10,0,2,0.395567,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,static,1,50,2,0.274322,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,10000,dynamic,10,50,2,0.010144,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,5000,static,1,0,2,0.006357,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,guided,10,0,2,0.043672,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,dynamic,0,50,2,0.009258,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,guided,10,50,2,0.004774,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,static,0,0,2,0.003722,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,5000,dynamic,1,0,2,0.127220,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,guided,10,0,2,0.005654,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,dynamic,0,50,2,0.017418,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,10000,static,10,50,2,0.009189,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,dynamic,0,0,2,0.012563,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,10000,static,1,0,2,0.018497,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,dynamic,0,0,2,0.032772,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,dynamic,1,0,2,0.689457,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,dynamic,1,50,2,0.501675,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,dynamic,1,0,2,0.026068,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,static,1,50,2,0.976203,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,5000,guided,0,50,2,0.617346,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,dynamic,10,0,2,0.059680,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,5000,guided,1,0,2,0.037789,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,static,1,50,2,0.164660,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,dynamic,10,50,2,3.716039,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,guided,1,0,2,0.040925,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,dynamic,0,50,2,0.390249,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,5000,static,1,50,2,0.515447,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,5000,dynamic,1,50,2,0.168631,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,guided,10,0,2,0.031336,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,10000,guided,10,50,2,0.024395,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,10000,dynamic,0,0,2,0.012121,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,dynamic,10,0,2,0.005756,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,static,10,0,2,0.003419,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,5000,static,0,50,2,0.004544,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,10000,dynamic,1,50,2,0.034143,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,static,10,50,2,2.431559,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,guided,1,50,2,0.583920,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,10,50,2,9.025598,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,5000,guided,10,50,2,0.174079,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,10000,static,1,50,2,0.012216,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,static,10,0,2,0.487000,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,10000,static,1,50,2,1.345961,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,guided,1,0,2,0.005801,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,guided,10,50,2,0.249039,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,10000,static,10,0,2,0.013124,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,static,10,0,2,0.003940,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,dynamic,10,0,2,0.070437,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,guided,10,0,2,0.005099,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,static,10,0,2,0.002691,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,10000,dynamic,1,50,2,0.011708,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,dynamic,10,50,2,0.030103,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,0,50,2,0.010846,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,dynamic,10,0,2,0.001716,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,guided,10,0,2,0.008454,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,5000,guided,10,50,2,0.002976,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,guided,1,50,2,0.003795,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,guided,1,0,2,0.029342,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,static,0,50,2,5.910376,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,1,50,2,1.450939,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,guided,0,0,2,0.019699,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,10000,guided,1,0,2,0.017812,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,guided,1,50,2,5.005710,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,dynamic,1,0,2,0.007190,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,10000,guided,1,0,2,0.008923,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,dynamic,0,50,2,0.351444,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,dynamic,0,50,2,0.622571,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,guided,1,0,2,0.007601,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,dynamic,0,50,2,0.165477,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,guided,10,50,2,0.583396,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,dynamic,1,0,2,0.008695,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,static,1,0,2,0.005462,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,guided,0,0,2,0.244756,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,10000,guided,10,0,2,0.046131,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,5000,static,1,50,2,0.004329,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,dynamic,1,50,2,8.613919,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,dynamic,1,0,2,0.029613,yes,NA,NA,NA,NA,NA,NA,NA,NA
