threads,grid_size,sync_mode,sync_interval,episodes,schedule,chunk,obstacles_pct,block,training_time_s,converged,vtune_elapsed_s,vtune_ipc,vtune_mem_bound_pct,thread_cpu_time_s,thread_wait_time_s,thread_spin_time_s,thread_overhead_time_s,thread_eff_cpu_util_pct
8,50,sqrt,10,10000,guided,1,50,2,0.783086,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,dynamic,1,50,2,0.959171,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,5000,guided,10,50,2,0.002888,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,5000,dynamic,10,50,2,0.684137,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,5000,static,0,50,2,0.002794,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,static,10,0,2,0.007907,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,guided,1,0,2,0.441767,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,static,10,0,2,1.201253,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,10000,static,10,50,2,0.305382,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,10000,guided,0,0,2,0.043941,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,guided,1,50,2,0.411908,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,10000,dynamic,0,50,2,0.007862,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,5000,guided,10,50,2,0.142295,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,5000,guided,0,0,2,0.037751,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,guided,10,0,2,0.010275,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,guided,10,50,2,1.335626,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,guided,10,0,2,0.004616,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,static,10,50,2,0.012590,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,dynamic,1,0,2,0.031160,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,static,10,50,2,0.008716,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,dynamic,1,0,2,0.006363,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,static,0,50,2,4.955054,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,static,0,0,2,0.041876,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,0,50,2,2.462192,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,static,1,0,2,0.003050,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,static,1,0,2,0.066116,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,guided,0,0,2,0.048373,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,guided,0,50,2,0.018332,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,guided,0,50,2,0.324247,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,guided,1,50,2,0.448916,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,5000,static,1,50,2,0.012766,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,static,10,0,2,0.002093,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,10000,static,10,0,2,0.025516,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,5000,guided,1,50,2,2.237952,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,1,50,2,8.809218,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,dynamic,10,50,2,3.597253,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,guided,10,50,2,1.408105,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,dynamic,0,50,2,0.006533,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,guided,1,0,2,0.048259,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,static,0,0,2,0.022418,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,guided,0,50,2,0.253117,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,5000,guided,0,50,2,2.404552,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,0,0,2,0.011554,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,5000,guided,1,50,2,0.007555,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,dynamic,1,50,2,0.782262,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,guided,1,50,2,0.002521,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,static,0,50,2,0.547438,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,guided,10,0,2,0.439019,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,dynamic,0,50,2,0.007726,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,guided,0,0,2,0.008814,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,dynamic,1,0,2,0.046819,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,guided,10,0,2,0.002097,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,dynamic,10,0,2,0.028485,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,static,1,0,2,0.002384,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,10000,static,0,50,2,4.852050,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,10000,static,0,50,2,0.341665,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,dynamic,10,0,2,0.003071,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,static,1,0,2,0.032008,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,guided,10,0,2,0.772793,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,guided,10,50,2,0.298108,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,dynamic,0,50,2,0.509108,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,dynamic,10,50,2,0.020747,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,5000,dynamic,1,0,2,0.016942,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,static,10,50,2,8.885350,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,5000,dynamic,0,0,2,0.002520,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,10000,guided,1,0,2,0.004661,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,static,10,0,2,0.059378,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,dynamic,10,0,2,0.067064,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,guided,0,50,2,0.005254,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,dynamic,10,0,2,0.041555,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,static,1,50,2,0.480426,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,guided,0,50,2,0.003509,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,guided,1,0,2,0.019332,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,static,0,50,2,0.006283,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,guided,1,0,2,0.009514,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,guided,1,50,2,2.346323,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,guided,0,0,2,0.006372,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,guided,1,50,2,0.449601,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,guided,0,0,2,0.002353,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,static,0,0,2,0.206497,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,dynamic,1,0,2,0.001796,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,static,10,0,2,0.004643,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,0,0,2,0.019538,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,static,0,50,2,0.780816,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,static,0,50,2,0.299364,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,10000,dynamic,0,50,2,0.010827,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,dynamic,0,50,2,0.006938,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,dynamic,0,50,2,0.517146,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,5000,guided,0,50,2,0.005769,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,dynamic,0,50,2,8.758285,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,guided,0,0,2,0.024622,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,static,10,50,2,0.148110,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,guided,0,0,2,0.002846,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,static,10,50,2,1.098482,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,5000,static,10,50,2,0.005584,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,dynamic,10,0,2,0.062706,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,guided,1,50,2,0.515232,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,1,0,2,0.005894,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,10000,static,1,50,2,5.102281,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,guided,1,0,2,0.039235,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,static,1,50,2,0.961198,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,static,0,0,2,0.041257,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,dynamic,0,0,2,0.185847,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,5000,dynamic,10,0,2,0.050955,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,5000,guided,1,50,2,2.418396,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,5000,dynamic,10,50,2,1.252543,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,10,0,2,0.014032,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,5000,static,0,50,2,0.003802,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,dynamic,1,50,2,0.009863,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,5000,guided,1,50,2,0.688944,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,static,10,50,2,2.734091,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,dynamic,10,0,2,0.008082,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,static,0,50,2,1.244206,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,dynamic,10,50,2,0.103421,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,static,10,0,2,0.395547,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,guided,1,50,2,0.287841,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,dynamic,10,0,2,0.005852,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,static,1,0,2,0.003342,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,guided,0,50,2,8.818473,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,static,1,50,2,0.005746,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,guided,10,0,2,0.002631,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,guided,1,0,2,0.003200,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,10000,static,10,0,2,0.023087,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,10000,static,10,50,2,0.024229,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,dynamic,10,50,2,0.015212,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,dynamic,0,0,2,0.046242,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,guided,1,50,2,1.642080,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,static,1,50,2,0.607782,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,5000,guided,0,0,2,0.019385,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,dynamic,0,0,2,0.002929,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,10000,guided,0,0,2,0.009645,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,static,1,0,2,0.206368,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,10000,static,1,0,2,0.029823,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,dynamic,0,50,2,0.005108,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,guided,0,0,2,0.016649,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,0,50,2,0.007020,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,guided,1,50,2,1.299472,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,guided,1,50,2,4.368569,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,dynamic,1,50,2,5.947086,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,static,1,50,2,1.253363,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,static,10,0,2,0.029662,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,guided,0,50,2,2.664313,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,static,0,50,2,0.003823,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,dynamic,1,0,2,0.014000,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,static,0,50,2,1.645729,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,10000,static,1,50,2,0.040305,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,dynamic,1,50,2,1.301746,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,dynamic,10,50,2,0.006209,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,static,0,50,2,0.006837,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,dynamic,1,50,2,0.162019,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,1,0,2,0.009188,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,10000,dynamic,1,0,2,0.032152,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,5000,guided,1,0,2,0.062005,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,dynamic,10,0,2,0.031370,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,static,0,50,2,0.634129,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,static,1,0,2,0.047738,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,static,1,0,2,0.015734,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,dynamic,1,0,2,0.014314,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,guided,10,0,2,0.007960,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,10000,guided,0,50,2,8.750973,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,static,10,50,2,1.290203,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,dynamic,0,0,2,0.058544,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,dynamic,1,0,2,0.006547,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,guided,10,50,2,1.313935,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,5000,dynamic,1,50,2,0.586591,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,10000,guided,10,0,2,0.015283,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,guided,0,50,2,0.286278,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,5000,guided,0,0,2,0.017087,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,dynamic,0,50,2,1.268432,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,dynamic,1,50,2,0.036355,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,guided,10,0,2,0.247346,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,dynamic,10,0,2,0.022195,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,static,10,50,2,2.064542,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,static,1,50,2,0.027191,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,guided,1,50,2,2.536617,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,guided,1,0,2,0.033223,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,static,1,50,2,0.011859,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,guided,10,50,2,8.827870,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,10000,guided,0,0,2,0.002015,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,10000,dynamic,0,0,2,0.008076,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,5000,dynamic,1,0,2,0.001691,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,guided,10,50,2,2.122336,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,static,1,0,2,0.075658,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,guided,0,50,2,0.639394,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,static,0,0,2,0.001667,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,10000,static,1,0,2,0.010792,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,5000,guided,1,50,2,0.550258,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,static,0,0,2,0.012717,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,static,10,50,2,4.361436,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,dynamic,1,50,2,0.961760,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,dynamic,10,50,2,4.366626,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,guided,0,0,2,0.004809,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,static,10,50,2,0.015817,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,dynamic,10,0,2,0.024335,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,static,10,0,2,0.062911,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,10000,dynamic,1,0,2,0.067973,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,guided,1,50,2,0.323758,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,10000,dynamic,1,50,2,1.021794,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,dynamic,10,50,2,0.010161,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,0,0,2,0.145505,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,static,0,0,2,0.004192,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,1,50,2,0.007831,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,guided,0,0,2,0.005926,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,static,10,0,2,0.008389,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,dynamic,1,0,2,0.001965,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,static,0,50,2,0.794396,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,dynamic,10,50,2,0.432020,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,dynamic,0,0,2,0.006068,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,static,1,50,2,0.325280,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,static,1,50,2,0.606010,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,dynamic,0,50,2,0.006286,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,dynamic,0,50,2,2.527422,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,guided,10,50,2,0.007548,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,10,50,2,0.017794,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,guided,1,0,2,0.048328,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,dynamic,0,0,2,0.012238,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,5000,guided,0,50,2,0.004083,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,guided,0,50,2,0.543540,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,dynamic,1,0,2,0.016031,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,dynamic,10,50,2,4.389636,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,5000,dynamic,10,50,2,0.005377,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,guided,10,50,2,0.011255,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,guided,0,0,2,0.030192,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,10000,dynamic,0,50,2,4.811005,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,dynamic,0,0,2,0.024519,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,static,10,0,2,0.005388,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,10000,guided,0,50,2,5.067854,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,dynamic,1,0,2,0.003990,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,dynamic,10,50,2,0.033082,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,5000,dynamic,1,0,2,0.003619,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,static,0,50,2,0.327953,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,static,1,50,2,0.077084,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,guided,1,0,2,0.001894,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,dynamic,10,50,2,0.226168,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,dynamic,0,0,2,0.046163,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,dynamic,0,0,2,0.076008,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,static,0,0,2,0.246810,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,static,0,50,2,4.454893,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,static,0,0,2,0.026451,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,10000,static,10,0,2,0.044838,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,guided,1,50,2,2.507940,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,dynamic,10,0,2,0.013842,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,dynamic,10,50,2,0.012467,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,guided,1,0,2,0.025694,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,static,0,0,2,0.015269,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,guided,0,0,2,0.031703,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,static,1,50,2,0.007157,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,dynamic,0,50,2,0.006115,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,10000,static,1,50,2,1.801397,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,dynamic,10,0,2,0.003181,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,static,10,0,2,0.017924,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,5000,dynamic,1,50,2,0.121957,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,10000,dynamic,10,50,2,0.010942,yes,NA,NA,NA,NA,NA,NA,NA,NA
